PK_UID,Trip_ID,Trip_Start_Timestamp,Trip_End_Timestamp,Trip_Seconds,Trip_Miles,Percent_Time_Chicago,Percent_Distance_Chicago,Pickup_Census_Tract,Dropoff_Census_Tract,Pickup_Community_Area,Dropoff_Community_Area,Fare,Tip,Additional_Charges,Trip_Total,Shared_Trip_Authorized,Shared_Trip_Match,Trips_Pooled,Pickup_Centroid_Latitude,Pickup_Centroid_Longitude,Pickup_Centroid_Location,Dropoff_Centroid_Latitude,Dropoff_Centroid_Longitude,Dropoff_Centroid_Location
3954039,99398cfb0fe257fbf88ac76f5309cdf7d4b75a6a,06/15/2024 09:15:00 AM,06/15/2024 09:30:00 AM,667,1.900000,1,1,17031081300,17031071500,8,7,12.500000,3,1.230000,16.730000,false,false,1,41.898332,-87.620763,POINT (-87.6207628651 41.8983317935),41.914616,-87.631717,POINT (-87.6317173661 41.9146162864)
3684197,64891e60846fbadaf01255367ebbf6dd2b8852e3,06/16/2024 02:15:00 AM,06/16/2024 02:30:00 AM,681,2.400000,1,1,17031080202,17031240200,8,24,10.000000,0,4.130000,14.130000,false,false,1,41.905858,-87.630865,POINT (-87.6308650266 41.9058577688),41.912432,-87.670189,POINT (-87.6701891476 41.9124318691)
1305585,12bfb1bd533ffb775143cd0596ab8648e57e041d,06/25/2024 10:30:00 PM,06/25/2024 11:00:00 PM,1967,22.800000,1,1,,,,8,32.500000,0,5.640000,38.140000,false,false,1,,,,41.899602,-87.633308,POINT (-87.6333080367 41.899602111)
3643600,6ae3ccef26661dcf0645c056c3c633ae73efcc25,06/16/2024 09:30:00 AM,06/16/2024 09:45:00 AM,939,3.100000,1,1,17031841100,17031320100,34,32,15.000000,3,2.610000,20.610000,false,false,1,41.851018,-87.635092,POINT (-87.6350918563 41.8510178239),41.884987,-87.620993,POINT (-87.6209929134 41.8849871918)
4273057,7cf81ac67a7517a9f3d3fcf42f56235a93f4e024,06/14/2024 07:30:00 AM,06/14/2024 08:00:00 AM,1814,6.900000,1,1,17031841300,17031980100,31,56,17.500000,2,8.800000,28.300000,false,false,1,41.844145,-87.682996,POINT (-87.6829962096 41.8441449609),41.785999,-87.750934,POINT (-87.7509342894 41.785998518)
5543850,b2a5bf22807808763d321402b0468bdd1511fdfa,06/08/2024 08:00:00 PM,06/08/2024 08:15:00 PM,896,4.000000,1,1,,,67,67,7.500000,0,5.660000,13.160000,false,false,1,41.775929,-87.666596,POINT (-87.6665962653 41.7759288274),41.775929,-87.666596,POINT (-87.6665962653 41.7759288274)
5550191,4427f3463a9e65cf59ff7d09c9a6737bb368ba47,06/08/2024 07:45:00 PM,06/08/2024 08:00:00 PM,1309,2.100000,1,1,17031838300,17031833000,8,28,10.000000,0,3.130000,13.130000,false,false,1,41.901567,-87.638404,POINT (-87.6384040116 41.9015669095),41.885281,-87.657233,POINT (-87.6572331997 41.8852813201)
5525486,bd6ca84d23a594cb26e0db79944bf4bd0a411694,06/08/2024 09:00:00 PM,06/08/2024 09:15:00 PM,840,4.200000,1,1,17031081700,17031240500,8,24,12.500000,0,5.100000,17.600000,false,false,1,41.892042,-87.631864,POINT (-87.6318639497 41.8920421365),41.911972,-87.683643,POINT (-87.6836429218 41.9119723006)
1885342,a9d79f6d2d906890bb02143a746ad10ebc76f310,06/23/2024 11:15:00 AM,06/23/2024 11:30:00 AM,964,7.900000,1,1,17031842300,17031330100,24,33,17.500000,0,1.230000,18.730000,false,false,1,41.898306,-87.653614,POINT (-87.6536139825 41.8983058696),41.859350,-87.617358,POINT (-87.6173580061 41.859349715)
33462,5167e3e31bdaeed140c1535ed2dd0d7bcd019e24,06/30/2024 06:45:00 PM,06/30/2024 06:45:00 PM,459,2.000000,1,1,,,23,22,5.000000,0,2.010000,7.010000,true,false,1,41.900070,-87.720918,POINT (-87.7209182385 41.9000696026),41.922761,-87.699155,POINT (-87.6991553432 41.9227606205)
3918729,55d577bded7e4d60a28c38ee23672828e3e50840,06/15/2024 12:15:00 PM,06/15/2024 12:45:00 PM,1917,14.800000,1,1,17031240300,17031980000,24,76,85.000000,5,9.420000,99.420000,false,false,1,41.912364,-87.675063,POINT (-87.6750627566 41.9123643542),41.979071,-87.903040,POINT (-87.9030396611 41.9790708201)
5812497,e3200e65ebd7efaadad36841c62c1604c2b52997,06/07/2024 10:45:00 PM,06/07/2024 11:00:00 PM,1313,13.500000,1,1,,,34,74,47.500000,0,11.360000,58.860000,false,false,1,41.842076,-87.633973,POINT (-87.6339734222 41.8420761168),41.694879,-87.713192,POINT (-87.7131924966 41.6948789661)
2841913,40298d3ac1a5cb7df788be99854221f010f83f63,06/20/2024 12:45:00 AM,06/20/2024 01:00:00 AM,1525,6.000000,1,1,,,28,3,12.500000,0,1.230000,13.730000,false,false,1,41.874005,-87.663518,POINT (-87.6635175498 41.874005383),41.965812,-87.655879,POINT (-87.6558787862 41.96581197)
5010024,199ca0e168e7eaeed27cd822e2f75d9f74e95d3a,06/10/2024 10:30:00 PM,06/10/2024 10:45:00 PM,935,4.100000,1,1,,,24,6,20.000000,0,2.600000,22.600000,false,false,1,41.901207,-87.676356,POINT (-87.6763559892 41.9012069941),41.944227,-87.655998,POINT (-87.6559981815 41.9442266014)
1559090,c11d5820806caa009c1af9034927b8eca7c1ec56,06/24/2024 07:30:00 PM,06/24/2024 07:45:00 PM,615,2.300000,1,1,17031081401,17031243400,8,24,15.000000,0,4.430000,19.430000,false,false,1,41.895033,-87.619711,POINT (-87.6197106717 41.8950334495),41.892537,-87.659864,POINT (-87.6598643178 41.8925368719)
2453364,72ead19764565962d10d308a884c3e6c774e0353,06/21/2024 04:15:00 PM,06/21/2024 05:00:00 PM,3048,14.500000,1,1,17031062200,17031980000,6,76,60.000000,5,21.950000,86.950000,false,false,1,41.942585,-87.656644,POINT (-87.6566440918 41.9425851797),41.979071,-87.903040,POINT (-87.9030396611 41.9790708201)
808530,c70339fb70ab8b841f9a28eae5d5bab41f3cb4ae,06/28/2024 02:00:00 AM,06/28/2024 02:00:00 AM,275,1.100000,1,1,,,16,14,5.000000,0,2.730000,7.730000,false,false,1,41.953582,-87.723452,POINT (-87.7234523905 41.9535821253),41.968069,-87.721559,POINT (-87.7215590627 41.968069)
2796574,499c2b6a0bda6c3b7d56545f2daa2fe4a91d27b4,06/20/2024 09:00:00 AM,06/20/2024 09:45:00 AM,2347,18.600000,1,1,17031834300,17031830800,45,4,40.000000,0,1.230000,41.230000,false,false,1,41.745842,-87.591708,POINT (-87.5917077725 41.7458424102),41.965142,-87.676578,POINT (-87.6765780714 41.9651417087)
6172878,d2fe5662af7eff6e671ddc301be1a731d2ce8195,06/06/2024 05:00:00 PM,06/06/2024 06:00:00 PM,3214,14.100000,1,1,17031561000,17031750600,56,75,25.000000,0,9.190000,34.190000,false,false,1,41.788503,-87.791503,POINT (-87.7915034641 41.7885025577),41.688632,-87.652049,POINT (-87.6520492549 41.6886316646)
3965805,f561f4904d69c46a2dcade75b50e66c146f43c23,06/15/2024 07:45:00 AM,06/15/2024 08:00:00 AM,880,9.700000,1,1,,,77,32,30.000000,0,3.010000,33.010000,false,false,1,41.986712,-87.663416,POINT (-87.6634164054 41.9867117999),41.878866,-87.625192,POINT (-87.6251921424 41.8788655841)
7242248,4eee384913a922dfa9e39be3e6779312b0c6b143,06/02/2024 12:30:00 AM,06/02/2024 12:30:00 AM,349,1.000000,1,1,17031062400,17031062900,6,6,12.500000,0,1.230000,13.730000,false,false,1,41.941556,-87.666289,POINT (-87.6662888874 41.941555829),41.936237,-87.656412,POINT (-87.6564115308 41.9362371791)
6876792,1e80311cf949fca774c8bc5686ce8e05957f6351,06/03/2024 02:30:00 PM,06/03/2024 03:00:00 PM,1112,4.200000,1,1,17031032100,17031010501,3,1,17.500000,0,3.060000,20.560000,false,false,1,41.958155,-87.653022,POINT (-87.6530217894 41.9581548757),42.009413,-87.663958,POINT (-87.6639582144 42.0094125471)
6419985,cf11e80854da883fa889f37db78fe19c5d106635,06/05/2024 04:15:00 PM,06/05/2024 04:30:00 PM,747,1.000000,1,1,,,39,41,5.000000,0,3.460000,8.460000,false,false,1,41.808916,-87.596183,POINT (-87.5961833442 41.8089162826),41.794090,-87.592311,POINT (-87.592310855 41.794090253)
7147632,683f97613e3498cf333039a841674222761954b3,06/02/2024 11:45:00 AM,06/02/2024 12:00:00 PM,1047,16.000000,1,1,,17031980000,,76,32.500000,0,7.060000,39.560000,false,false,1,,,,41.979071,-87.903040,POINT (-87.9030396611 41.9790708201)
6148471,4151acd0a4e9cda4bdb47cfb36fcab419987eb04,06/06/2024 06:45:00 PM,06/06/2024 07:00:00 PM,986,6.000000,1,1,,,38,32,10.000000,0,5.960000,15.960000,false,false,1,41.812949,-87.617860,POINT (-87.6178596758 41.8129489392),41.878866,-87.625192,POINT (-87.6251921424 41.8788655841)
501249,50c11b5e03c4e6d746c92dbd50aa84407e3a63a6,06/29/2024 03:15:00 AM,06/29/2024 03:30:00 AM,670,2.500000,1,1,,,28,29,15.000000,0,4.290000,19.290000,false,false,1,41.874005,-87.663518,POINT (-87.6635175498 41.874005383),41.860190,-87.717220,POINT (-87.7172201 41.8601900192)
1108698,71dec1d075b382f210479cc0cb649c41c1228d90,06/26/2024 07:45:00 PM,06/26/2024 08:00:00 PM,722,2.800000,1,1,17031221500,17031071300,22,7,12.500000,0,1.230000,13.730000,false,false,1,41.921647,-87.689951,POINT (-87.689951469 41.9216471318),41.921778,-87.641460,POINT (-87.6414597588 41.9217783562)
7447805,3fac434b1957fde50df1e49ade57cfa113daad0a,06/01/2024 02:15:00 PM,06/01/2024 02:15:00 PM,157,0.600000,1,1,17031839100,17031081500,32,8,10.000000,0,1.230000,11.230000,false,false,1,41.880994,-87.632746,POINT (-87.6327464887 41.8809944707),41.892508,-87.626215,POINT (-87.6262149064 41.8925077809)
6251246,fde902e4048458e2c7ca195f9eb0ab7ce987ecda,06/06/2024 10:30:00 AM,06/06/2024 10:30:00 AM,736,5.000000,1,1,17031071400,17031330100,7,33,12.500000,1,1.230000,14.730000,false,false,1,41.922083,-87.634156,POINT (-87.6341560931 41.922082541),41.859350,-87.617358,POINT (-87.6173580061 41.859349715)
2849207,eda9b7a55d17207cca203be8f4dd930d41f00058,06/19/2024 11:30:00 PM,06/19/2024 11:45:00 PM,532,2.900000,0,0,,,,25,7.500000,0,3.350000,10.850000,false,false,1,,,,41.890609,-87.756047,POINT (-87.7560467111 41.8906088526)
5452677,9e3adef614d00a37c4c9b20343bfa3b734e494a8,06/09/2024 12:45:00 AM,06/09/2024 12:45:00 AM,377,1.600000,1,1,,,19,19,5.000000,0,1.790000,6.790000,true,false,1,41.927261,-87.765502,POINT (-87.7655016086 41.9272609555),41.927261,-87.765502,POINT (-87.7655016086 41.9272609555)
5937148,a5cc22e37035189fa15e5abf0c05dd26fe0000c9,06/07/2024 04:00:00 PM,06/07/2024 04:15:00 PM,842,1.500000,1,1,17031243500,17031280100,24,28,7.500000,2,2.980000,12.480000,false,false,1,41.892658,-87.652534,POINT (-87.6525344838 41.8926581076),41.885300,-87.642808,POINT (-87.6428084655 41.8853000224)
947752,7e103bf6e44059dd08009c734cf659de3412c6b4,06/27/2024 02:30:00 PM,06/27/2024 03:00:00 PM,1153,5.900000,0,0,,,29,,12.500000,0,3.570000,16.070000,false,false,1,41.860190,-87.717220,POINT (-87.7172201 41.8601900192),,,
6492897,b199b26a830ddfb2ada792e63d6588a994614635,06/05/2024 10:00:00 AM,06/05/2024 10:15:00 AM,1208,13.400000,1,1,17031310600,17031730400,31,73,32.500000,0,7.430000,39.930000,false,false,1,41.856333,-87.659564,POINT (-87.6595642391 41.8563332167),41.717817,-87.652518,POINT (-87.6525180192 41.7178174158)
5621148,f9cbdca150d958cbae60f8d1fb2a71058a23876b,06/08/2024 04:15:00 PM,06/08/2024 04:30:00 PM,1050,3.800000,1,1,17031837800,17031081000,28,8,15.000000,0,1.230000,16.230000,false,false,1,41.884768,-87.684147,POINT (-87.6841474493 41.8847677845),41.900266,-87.632109,POINT (-87.6321092196 41.9002656868)
3139596,bfcac77bbfa52c17d2680de4a849543b6d7dfef0,06/18/2024 06:15:00 PM,06/18/2024 07:30:00 PM,4021,21.400000,1,1,17031980000,17031330100,76,33,37.500000,0,21.310000,58.810000,false,false,1,41.979071,-87.903040,POINT (-87.9030396611 41.9790708201),41.859350,-87.617358,POINT (-87.6173580061 41.859349715)
580785,c9e0811a673850ee76f67949eef2c863a7be3298,06/28/2024 09:15:00 PM,06/28/2024 09:45:00 PM,1911,16.500000,1,1,,,70,24,20.000000,0,7.060000,27.060000,false,false,1,41.745758,-87.708366,POINT (-87.7083657043 41.7457577128),41.901207,-87.676356,POINT (-87.6763559892 41.9012069941)
412669,c533c4594d9c9700735d81db3f4c6f5b8e72994d,06/29/2024 01:30:00 PM,06/29/2024 02:15:00 PM,2539,15.000000,1,1,17031060900,17031806900,6,,35.000000,8,5.350000,48.350000,false,false,1,41.949829,-87.643965,POINT (-87.6439653703 41.949829346),,,
4134718,9d0d9b32e4fd2785e56cd6f1ac868bf960afa8eb,06/14/2024 06:00:00 PM,06/14/2024 06:15:00 PM,453,1.300000,1,1,17031032100,17031062100,3,6,10.000000,0,1.230000,11.230000,false,false,1,41.958155,-87.653022,POINT (-87.6530217894 41.9581548757),41.942692,-87.651771,POINT (-87.6517705068 41.9426918444)
4017705,f875d6de63c783894591ad4bfa8bb378648e4ad9,06/15/2024 12:15:00 AM,06/15/2024 12:30:00 AM,1080,9.000000,1,1,17031330100,17031431200,33,43,15.000000,0,7.320000,22.320000,false,false,1,41.859350,-87.617358,POINT (-87.6173580061 41.859349715),41.755302,-87.571185,POINT (-87.5711847386 41.755301636)
4411743,2b76a5636946d08d5c49d1c900e4c20c421985b5,06/13/2024 04:45:00 PM,06/13/2024 05:15:00 PM,1926,20.700000,0,0,,,76,,35.000000,0,7.840000,42.840000,false,false,1,41.980264,-87.913625,POINT (-87.913624596 41.9802643146),,,
2468702,560260a95f324cbd68b36603fdddd77e82bc0bdd,06/21/2024 03:15:00 PM,06/21/2024 03:45:00 PM,965,2.300000,1,1,17031081201,17031839100,8,32,12.500000,0,5.740000,18.240000,false,false,1,41.899156,-87.626211,POINT (-87.6262105324 41.8991556134),41.880994,-87.632746,POINT (-87.6327464887 41.8809944707)
917537,2032acfe8b07dcc926466b01dfc07a41dceb5a79,06/27/2024 05:00:00 PM,06/27/2024 05:45:00 PM,2335,4.000000,1,1,17031081800,17031841000,8,33,45.000000,0,13.580000,58.580000,false,false,1,41.893216,-87.637844,POINT (-87.6378442095 41.8932163595),41.849247,-87.624135,POINT (-87.6241352979 41.8492467545)
3550387,445b0902ad15ad27f8b20ef7bf78e1aaa2ef9823,06/16/2024 06:00:00 PM,06/16/2024 06:00:00 PM,790,2.500000,1,1,17031071000,17031081100,7,8,17.500000,0,3.720000,21.220000,false,false,1,41.921701,-87.655912,POINT (-87.6559118484 41.9217014922),41.900221,-87.629105,POINT (-87.6291051864 41.9002212967)
4076445,03a6793636885b687eca4cbf9ee79e6aa78d61c3,06/14/2024 09:15:00 PM,06/14/2024 09:45:00 PM,1996,25.200000,1,1,,,27,,32.500000,0,2.150000,34.650000,false,false,1,41.878914,-87.705897,POINT (-87.7058971305 41.8789144956),,,
6693968,df03352b6f33ea10fdc932219d316cba177718a3,06/04/2024 12:00:00 PM,06/04/2024 01:00:00 PM,3731,20.400000,1,1,17031330100,17031980000,33,76,47.500000,0,6.230000,53.730000,false,false,1,41.859350,-87.617358,POINT (-87.6173580061 41.859349715),41.979071,-87.903040,POINT (-87.9030396611 41.9790708201)
5274216,e63acbeef3a8bc3c7d7f497784e0a623f472da65,06/09/2024 06:15:00 PM,06/09/2024 06:30:00 PM,698,2.700000,1,1,,,1,3,5.000000,3,3.560000,11.560000,true,false,1,42.009623,-87.670167,POINT (-87.6701668569 42.0096228806),41.965812,-87.655879,POINT (-87.6558787862 41.96581197)
3941441,3da708fd701e6696a6e31edaae46f7deb38313d8,06/15/2024 10:30:00 AM,06/15/2024 11:15:00 AM,2899,9.600000,1,1,,,10,6,20.000000,4,3.660000,27.660000,false,false,1,41.985015,-87.804532,POINT (-87.8045320063 41.9850151008),41.944227,-87.655998,POINT (-87.6559981815 41.9442266014)
7588816,0825c2da2559809e43c9ac7ffa96cc95aadba1f8,06/01/2024 12:15:00 AM,06/01/2024 12:30:00 AM,459,2.800000,1,1,,,19,17,7.500000,0,3.320000,10.820000,false,false,1,41.927261,-87.765502,POINT (-87.7655016086 41.9272609555),41.946511,-87.806020,POINT (-87.8060200025 41.9465114202)
6247532,3a6730d593043c0c65aab279b0ac223f41dd7bd7,06/06/2024 11:00:00 AM,06/06/2024 11:30:00 AM,2422,14.500000,1,1,17031839200,17031191200,35,19,22.500000,0,4.500000,27.000000,false,false,1,41.842011,-87.622036,POINT (-87.6220364612 41.8420111804),41.920126,-87.760789,POINT (-87.7607889112 41.920126404)
2839226,e8cf92a325ca42abf506681785a81df9993548b0,06/20/2024 01:15:00 AM,06/20/2024 01:30:00 AM,659,3.100000,1,1,,,16,22,7.500000,0,2.440000,9.940000,false,false,1,41.953582,-87.723452,POINT (-87.7234523905 41.9535821253),41.922761,-87.699155,POINT (-87.6991553432 41.9227606205)
5857529,f9993c8b92c8f858bf52e2c6c1dc04e596e3bed6,06/07/2024 08:15:00 PM,06/07/2024 08:30:00 PM,821,3.700000,1,1,17031010702,17031831800,1,13,12.500000,0,3.580000,16.080000,false,false,1,42.009018,-87.672724,POINT (-87.6727239593 42.0090182269),41.978294,-87.716430,POINT (-87.7164304157 41.9782942489)
1771052,db9f741690d6c7e63c3ae4be54d18f275151c99f,06/23/2024 08:00:00 PM,06/23/2024 08:15:00 PM,671,2.000000,1,1,17031071500,17031063301,7,6,12.500000,1,4.460000,17.960000,false,false,1,41.914616,-87.631717,POINT (-87.6317173661 41.9146162864),41.934540,-87.643023,POINT (-87.6430228044 41.9345397158)
2353084,9edb26bdab9080079a35427e914c28384cb44a71,06/21/2024 09:45:00 PM,06/21/2024 10:30:00 PM,2735,44.100000,0,0,17031320100,,32,,65.000000,13,23.910000,101.910000,false,false,1,41.884987,-87.620993,POINT (-87.6209929134 41.8849871918),,,
4451343,e47113356fdf5aadde3812df250035691a3def85,06/13/2024 01:30:00 PM,06/13/2024 01:30:00 PM,320,1.600000,1,1,,,69,42,5.000000,0,1.680000,6.680000,false,false,1,41.763247,-87.616134,POINT (-87.6161341112 41.7632467988),41.778877,-87.594925,POINT (-87.5949254391 41.7788768603)
139166,579b4da3543224007c820fca7c00c26a45dabf4f,06/30/2024 10:15:00 AM,06/30/2024 10:30:00 AM,1408,13.600000,0,0,,,17,,25.000000,0,4.140000,29.140000,false,false,1,41.946511,-87.806020,POINT (-87.8060200025 41.9465114202),,,
3591126,6f3d5a29b9e7581f6d4ff3465b9cb1010375a36e,06/16/2024 02:30:00 PM,06/16/2024 03:00:00 PM,1625,7.200000,1,1,,,61,56,50.000000,0,6.230000,56.230000,false,false,1,41.809018,-87.659167,POINT (-87.6591665992 41.8090182499),41.792592,-87.769615,POINT (-87.7696154528 41.7925923603)
1713360,338a3bac5cf24d9ff8d22b761724051a9d252c9f,06/24/2024 05:00:00 AM,06/24/2024 05:15:00 AM,1082,12.200000,1,1,,,5,76,25.000000,10,22.070000,57.070000,false,false,1,41.947792,-87.683835,POINT (-87.6838349425 41.9477915865),41.980264,-87.913625,POINT (-87.913624596 41.9802643146)
227696,568f4e0cc2b70d44e9d5f78d949c4756835bc35a,06/29/2024 11:45:00 PM,06/30/2024 12:00:00 AM,970,8.200000,1,1,17031839000,17031060900,32,6,17.500000,0,1.230000,18.730000,false,false,1,41.871016,-87.631407,POINT (-87.6314065252 41.8710158803),41.949829,-87.643965,POINT (-87.6439653703 41.949829346)
820982,c44bbb026982c90c43d7e6918ef78fc71535a0e9,06/28/2024 12:00:00 AM,06/28/2024 12:30:00 AM,1161,5.500000,1,1,17031320600,17031070200,32,7,25.000000,0,3.740000,28.740000,false,false,1,41.870607,-87.622173,POINT (-87.6221729369 41.8706073724),41.929078,-87.646293,POINT (-87.6462934762 41.9290776551)
3797954,34ea9a1a9622ccd09c5c082076b32f5a5b7b2c13,06/15/2024 07:30:00 PM,06/15/2024 07:45:00 PM,840,2.600000,1,1,17031081500,17031833000,8,28,12.500000,2,1.230000,15.730000,false,false,1,41.892508,-87.626215,POINT (-87.6262149064 41.8925077809),41.885281,-87.657233,POINT (-87.6572331997 41.8852813201)
6738614,eb48807d25af30d7d9687da37d4aa600a09316a5,06/04/2024 08:15:00 AM,06/04/2024 08:15:00 AM,728,1.900000,1,1,17031281900,17031081403,28,8,10.000000,3,4.480000,17.480000,false,false,1,41.879255,-87.642649,POINT (-87.642648998 41.8792550844),41.890922,-87.618868,POINT (-87.6188683546 41.8909220259)
2838675,b04abcd00833522115aef38829b0a6c8e48bfe96,06/20/2024 01:30:00 AM,06/20/2024 01:30:00 AM,324,1.300000,1,1,,,29,29,7.500000,0,1.230000,8.730000,false,false,1,41.860190,-87.717220,POINT (-87.7172201 41.8601900192),41.860190,-87.717220,POINT (-87.7172201 41.8601900192)
2584697,ffb348fa89ca256d4d3bb99ee5ec1ec928d14fa0,06/21/2024 04:00:00 AM,06/21/2024 04:00:00 AM,579,2.900000,1,1,,,41,69,7.500000,0,3.160000,10.660000,true,false,1,41.794090,-87.592311,POINT (-87.592310855 41.794090253),41.763247,-87.616134,POINT (-87.6161341112 41.7632467988)
1439486,e76058288e25c677f232e9b0b4c298cb312ff6a0,06/25/2024 11:00:00 AM,06/25/2024 11:00:00 AM,218,0.800000,1,1,17031252000,17031252102,25,25,5.000000,0,1.750000,6.750000,false,false,1,41.883662,-87.769882,POINT (-87.7698815509 41.88366198),41.876593,-87.759813,POINT (-87.7598126285 41.8765928828)
7188770,9a733be338014d7387b32c8b964f869e23637a25,06/02/2024 07:30:00 AM,06/02/2024 07:45:00 AM,1166,10.400000,1,1,17031820901,17031841000,,33,42.500000,2,1.230000,45.730000,false,false,1,,,,41.849247,-87.624135,POINT (-87.6241352979 41.8492467545)
6587546,ca2fcddbb5f12a7054651448cfb5567df4766c59,06/04/2024 08:45:00 PM,06/04/2024 08:45:00 PM,483,1.400000,1,1,17031839100,17031320400,32,32,7.500000,1,3.600000,12.100000,false,false,1,41.880994,-87.632746,POINT (-87.6327464887 41.8809944707),41.877406,-87.621972,POINT (-87.6219716519 41.8774061234)
3144661,5e36947a60c2f381baf2760b36f4a0dec59e4404,06/18/2024 06:00:00 PM,06/18/2024 06:15:00 PM,1679,5.200000,1,1,17031063000,17031240900,6,24,7.500000,5,5.230000,17.730000,false,false,1,41.936310,-87.651563,POINT (-87.6515625922 41.9363101308),41.904712,-87.701885,POINT (-87.7018845586 41.9047120004)
5055182,c7e633936e8999399c8a7d4de6b2b4f24f783873,06/10/2024 06:00:00 PM,06/10/2024 06:15:00 PM,742,2.700000,1,1,17031080100,17031243500,8,24,10.000000,0,5.340000,15.340000,false,false,1,41.907520,-87.626659,POINT (-87.6266589003 41.9075200747),41.892658,-87.652534,POINT (-87.6525344838 41.8926581076)
493845,43712b5c9965a12dbc797c7c2b54f0e545824daf,06/29/2024 05:00:00 AM,06/29/2024 05:30:00 AM,1552,15.600000,1,1,,,8,,32.500000,7,7.240000,46.740000,false,false,1,41.899602,-87.633308,POINT (-87.6333080367 41.899602111),,,
4050400,8f8a90bfe808d34c55bb135b37d45f87f18b79af,06/14/2024 10:30:00 PM,06/14/2024 10:45:00 PM,362,1.600000,1,1,17031190602,17031151100,19,15,7.500000,0,1.230000,8.730000,false,false,1,41.927561,-87.770737,POINT (-87.7707373282 41.9275608953),41.942291,-87.761718,POINT (-87.7617177214 41.9422905548)
6467230,e4569b85da15be2863eafa4744b5da79bb73b170,06/05/2024 12:15:00 PM,06/05/2024 12:30:00 PM,842,4.900000,1,1,,,6,7,15.000000,3,2.800000,20.800000,false,false,1,41.944227,-87.655998,POINT (-87.6559981815 41.9442266014),41.922686,-87.649489,POINT (-87.6494887289 41.9226862843)
1693382,9e461b36dada6ab1b95ca0131a8a05dc2d9d74d5,06/24/2024 07:45:00 AM,06/24/2024 08:30:00 AM,2300,15.500000,1,1,,,73,28,17.500000,0,5.130000,22.630000,true,true,2,41.717493,-87.648895,POINT (-87.6488950721 41.7174930361),41.874005,-87.663518,POINT (-87.6635175498 41.874005383)
4514521,f8e461d1cc6d832fb9e144cdc7bc4cb41d644305,06/13/2024 08:15:00 AM,06/13/2024 08:15:00 AM,351,0.800000,1,1,17031280100,17031839100,28,32,10.000000,0,2.980000,12.980000,false,false,1,41.885300,-87.642808,POINT (-87.6428084655 41.8853000224),41.880994,-87.632746,POINT (-87.6327464887 41.8809944707)
5385306,45dfc374ae383516893eeb203ae5c43016b0cd5e,06/09/2024 10:00:00 AM,06/09/2024 10:15:00 AM,627,3.500000,1,1,,,11,9,12.500000,0,1.230000,13.730000,false,false,1,41.978830,-87.771167,POINT (-87.771166703 41.9788295262),42.007613,-87.813781,POINT (-87.8137810343 42.0076125931)
1590175,d0c78e198a6746e8fc83622a3ae8ec657b62f135,06/24/2024 05:00:00 PM,06/24/2024 05:15:00 PM,1292,7.900000,1,1,17031839000,17031836200,32,41,12.500000,3,4.160000,19.660000,true,true,2,41.871016,-87.631407,POINT (-87.6314065252 41.8710158803),41.790469,-87.601285,POINT (-87.6012851221 41.7904693995)
5845136,eca4f3ec52ad95364f9407ec986adddf486e0a7c,06/07/2024 09:00:00 PM,06/07/2024 09:15:00 PM,657,5.600000,1,1,,,73,53,10.000000,0,4.670000,14.670000,false,false,1,41.717493,-87.648895,POINT (-87.6488950721 41.7174930361),41.673820,-87.635740,POINT (-87.6357397768 41.6738199043)
4995627,77d6dac3492fa1a336e3161faf7b8c547ad5fff0,06/11/2024 12:45:00 AM,06/11/2024 01:30:00 AM,2285,19.500000,1,1,,,71,29,15.000000,0,2.570000,17.570000,true,true,4,41.744205,-87.656306,POINT (-87.6563059862 41.7442051463),41.860190,-87.717220,POINT (-87.7172201 41.8601900192)
3214401,74773de1450dea5dfabe4c322dc435cf59abfddd,06/18/2024 12:00:00 PM,06/18/2024 12:15:00 PM,772,2.500000,1,1,,,31,28,10.000000,0,4.750000,14.750000,false,false,1,41.850266,-87.667569,POINT (-87.667569312 41.8502663663),41.874005,-87.663518,POINT (-87.6635175498 41.874005383)
3753164,6ff886842dd159a259e4c06b8d45a26540207971,06/15/2024 10:00:00 PM,06/15/2024 10:15:00 PM,684,1.500000,1,1,17031320600,17031320100,32,32,40.000000,0,3.060000,43.060000,false,false,1,41.870607,-87.622173,POINT (-87.6221729369 41.8706073724),41.884987,-87.620993,POINT (-87.6209929134 41.8849871918)
2097578,95f3d1bede104c6ab5f2cc40c8a265e8edd97924,06/22/2024 06:15:00 PM,06/22/2024 07:00:00 PM,2446,15.100000,1,1,,,76,6,22.500000,0,7.440000,29.940000,false,false,1,41.980264,-87.913625,POINT (-87.913624596 41.9802643146),41.944227,-87.655998,POINT (-87.6559981815 41.9442266014)
7365391,6c42af7530cc0f673c21b667e5654d73ee6851f6,06/01/2024 06:30:00 PM,06/01/2024 06:45:00 PM,816,2.400000,1,1,17031070200,17031081202,7,8,10.000000,0,3.970000,13.970000,false,false,1,41.929078,-87.646293,POINT (-87.6462934762 41.9290776551),41.902788,-87.626146,POINT (-87.6261455896 41.9027880476)
5507225,6c869d5d73db06e9be2043aba48fe56e2df4b115,06/08/2024 10:00:00 PM,06/08/2024 10:00:00 PM,385,1.500000,1,1,17031242400,17031243200,24,24,7.500000,0,1.230000,8.730000,false,false,1,41.899422,-87.684490,POINT (-87.684490122 41.8994222543),41.892433,-87.669624,POINT (-87.6696239301 41.8924331563)
